CustomerID,Total_Revenue,Total_Orders,Recency_Days,RFM_Score,Segment
14340,134.7,1,218,111,Lost
14341,2182.28,8,44,355,Others
14342,668.56,4,20,443,Loyal Customers
14344,889.9300000000001,8,126,253,At Risk
14345,108.97999999999999,1,38,311,Others
14346,1021.5799999999999,2,120,234,Others
14348,409.57,1,259,112,Lost
14349,133.5,1,9,511,Potential Loyalist
14350,282.93,1,273,112,Lost
14351,51.0,1,164,211,Lost
14352,1078.96,4,156,244,At Risk
14353,90.6,1,214,111,Lost
14354,163.62,2,5,531,Others
14355,174.4,1,365,111,Lost
14356,701.23,2,79,233,Others
14357,225.77,1,42,311,Others
14359,912.1800000000001,3,18,433,Others
14360,2128.23,4,31,445,Loyal Customers
14362,161.2,1,21,411,Potential Loyalist
14364,3717.35,8,108,255,At Risk
14367,9261.52,16,7,555,Champions
14368,155.0,1,319,111,Lost
14371,100.5,1,294,111,Lost
14373,76.55,1,357,111,Lost
14375,257.68,1,184,112,Lost
14377,617.05,2,190,133,Others
14379,348.1,2,43,332,Others
14381,202.68,1,51,311,Others
14382,626.0699999999999,1,25,413,Potential Loyalist
14383,1247.69,3,37,334,Others
14385,202.10999999999999,3,8,531,Others
14386,142.4,1,296,111,Lost
14387,1770.56,3,32,434,Others
14388,3212.84,8,9,555,Champions
14389,1043.46,2,64,334,Others
14390,4652.82,9,9,555,Champions
14393,67.95,1,217,111,Lost
14395,3507.71,9,1,555,Champions
14396,487.99,2,64,332,Others
14397,2612.96,19,2,555,Champions
14400,574.7,1,148,213,Lost
14401,4051.48,13,3,555,Champions
14403,1475.81,4,129,244,At Risk
14404,1474.32,6,33,354,Others
14406,156.75,1,118,211,Lost
14407,2157.73,6,106,255,At Risk
14408,2606.53,7,10,555,Champions
14409,2059.4500000000003,6,70,355,Others
14410,1105.07,9,91,254,At Risk
14411,1063.0,1,310,114,Lost
14412,770.03,2,42,333,Others
14413,122.7,1,361,111,Lost
14414,1496.98,7,91,254,At Risk
14415,5900.280000000001,13,0,555,Champions
14416,490.22,2,21,433,Others
14418,1937.25,3,3,534,Others
14419,1058.06,6,10,554,Loyal Customers
14420,387.52,1,98,212,Lost
14421,813.11,2,56,333,Others
14422,4263.64,6,0,555,Champions
14423,265.2,1,217,112,Lost
14424,322.08,1,17,412,Potential Loyalist
14426,4481.67,10,23,455,Loyal Customers
14427,363.34000000000003,2,49,332,Others
14428,1244.83,5,6,544,Loyal Customers
14431,470.36,1,302,112,Lost
14432,2255.51,6,9,555,Champions
14434,1372.8,6,21,454,Loyal Customers
14436,89.06,1,98,211,Lost
14437,63.0,1,365,111,Lost
14438,131.9,1,305,111,Lost
14439,2661.24,1,319,115,Lost
14440,2357.6800000000003,5,7,545,Loyal Customers
14441,1712.89,4,0,544,Loyal Customers
14442,1589.8200000000002,2,204,134,Others
14443,1420.2,4,53,344,Others
14446,1039.58,4,0,544,Loyal Customers
14447,1163.23,5,18,444,Loyal Customers
14448,375.35,2,8,532,Others
14449,907.1,4,18,443,Loyal Customers
14450,483.25,3,180,132,Others
14451,662.5899999999999,2,59,333,Others
14452,264.44,2,10,532,Others
14453,119.93,1,189,111,Lost
14456,3062.3999999999996,9,4,555,Champions
14457,113.64,1,310,111,Lost
14459,1837.92,1,154,214,Lost
14460,434.34,3,109,232,Others
14461,2103.06,3,147,235,Others
14462,2004.02,11,65,354,Others
14463,529.62,3,97,233,Others
14465,1058.62,3,246,134,Others
14466,2272.4,7,28,455,Loyal Customers
14467,598.76,4,17,443,Loyal Customers
14470,461.19,2,11,532,Others
14472,1936.84,8,103,254,At Risk
14473,234.34000000000003,2,73,231,Others
14474,547.66,1,45,313,Others
14475,925.85,3,71,333,Others
14476,215.7,1,256,111,Lost
14477,1309.6,4,19,444,Loyal Customers
14479,316.25,2,253,132,Others
14480,279.05,1,10,512,Potential Loyalist
14481,636.51,2,164,233,Others
14482,2068.15,6,17,455,Loyal Customers
14483,137.1,1,281,111,Lost
14484,321.92,1,49,312,Others
14485,165.75,1,38,311,Others
14487,1196.33,6,26,454,Loyal Customers
14488,1064.28,1,67,314,Others
14489,463.38,1,206,112,Lost
14491,340.93,2,174,232,Others
14493,2383.24,5,6,545,Loyal Customers
14494,139.56,1,25,411,Potential Loyalist
14495,123.8,2,50,331,Others
14496,538.8100000000001,2,311,133,Others
14497,475.37,1,308,112,Lost
14498,1957.32,5,42,344,Others
14499,815.32,3,25,433,Others
14500,356.85,3,87,232,Others
14501,251.21,2,183,132,Others
14502,2470.67,11,19,455,Loyal Customers
14503,3543.26,6,2,555,Champions
14504,673.26,4,46,343,Others
14505,5905.64,8,16,455,Loyal Customers
14506,2012.17,5,16,444,Loyal Customers
14507,1383.18,6,23,454,Loyal Customers
14508,276.42,2,21,432,Others
14511,1314.81,5,10,544,Loyal Customers
14512,275.28,2,187,132,Others
14513,455.59000000000003,3,100,232,Others
14514,1055.35,4,60,344,Others
14515,2102.09,6,17,455,Loyal Customers
14517,330.45,2,32,432,Others
14518,174.37,1,63,311,Others
14520,270.6,2,1,532,Others
14522,974.54,4,23,444,Loyal Customers
14523,241.09,1,107,211,Lost
14524,1867.68,9,31,454,Loyal Customers
14525,4332.2,9,19,455,Loyal Customers
14527,8508.82,55,2,555,Champions
14528,364.21999999999997,1,36,312,Others
14529,620.04,3,59,333,Others
14530,2925.91,6,25,455,Loyal Customers
14532,932.8500000000001,4,235,143,At Risk
14533,1949.72,7,24,454,Loyal Customers
14534,4447.05,18,2,555,Champions
14535,2864.19,3,59,335,Others
14536,171.8,1,259,111,Lost
14537,355.56,1,57,312,Others
14538,388.25,2,64,332,Others
14539,537.48,2,15,433,Others
14540,996.26,3,9,534,Others
14541,1461.65,8,58,354,Others
14542,103.25,1,185,111,Lost
14543,3630.33,16,28,455,Loyal Customers
14544,2024.45,2,23,434,Others
14546,2578.09,5,4,545,Loyal Customers
14547,4007.54,8,3,555,Champions
14548,652.8,2,150,233,Others
14549,289.24,1,310,112,Lost
14550,765.6200000000001,2,10,533,Others
14551,186.23000000000002,2,17,431,Others
14552,165.07,1,151,211,Lost
14553,859.27,5,18,443,Loyal Customers
14554,2381.04,4,9,545,Loyal Customers
14555,324.14,2,56,332,Others
14557,788.38,1,84,213,Lost
14560,2237.77,22,6,555,Champions
14561,1080.76,3,75,234,Others
14562,5074.77,18,3,555,Champions
14565,3099.12,4,95,245,At Risk
14566,1432.0,1,110,214,Lost
14567,1530.3600000000001,2,56,334,Others
14569,227.39,1,0,511,Potential Loyalist
14570,218.06,2,280,131,Others
14572,2832.84,7,2,555,Champions
14573,1653.42,9,179,154,At Risk
14576,35.400000000000006,1,371,111,Lost
14577,859.71,4,12,543,Loyal Customers
14578,168.63,1,2,511,Potential Loyalist
14581,138.6,1,16,411,Potential Loyalist
14582,114.11,1,40,311,Others
14583,1052.55,5,5,544,Loyal Customers
14584,1042.26,4,168,244,At Risk
14585,157.05,1,49,311,Others
14586,237.36,1,276,111,Lost
14587,1601.1399999999999,9,18,454,Loyal Customers
14589,39.75,1,371,111,Lost
14591,1447.14,4,14,444,Loyal Customers
14592,570.46,3,34,333,Others
14593,617.99,3,21,433,Others
14594,379.83,2,6,532,Others
14595,1740.6,6,19,454,Loyal Customers
14597,883.15,2,10,533,Others
14598,221.97,1,43,311,Others
14600,393.33000000000004,1,305,112,Lost
14601,213.96,1,10,511,Potential Loyalist
14603,660.0,1,274,113,Lost
14606,12156.65,95,0,555,Champions
14607,16569.5,14,15,455,Loyal Customers
14608,1785.15,4,3,544,Loyal Customers
14609,601.56,4,71,343,Others
14616,406.08000000000004,3,242,132,Others
14618,553.44,3,8,533,Others
14619,394.44,1,245,112,Lost
14620,412.78,2,205,132,Others
14621,1788.3600000000001,5,0,544,Loyal Customers
14622,320.58000000000004,1,184,112,Lost
14623,889.25,5,31,443,Loyal Customers
14624,225.85,2,56,331,Others
14625,899.63,2,195,133,Others
14626,2791.27,4,23,445,Loyal Customers
14628,671.96,2,90,233,Others
14629,959.01,2,3,534,Others
14631,1006.98,3,50,334,Others
14632,114.56,1,262,111,Lost
14633,344.90000000000003,1,265,112,Lost
14636,609.85,2,35,333,Others
14638,443.6,1,50,312,Others
14639,2984.49,6,51,355,Others
14640,2125.08,6,23,455,Loyal Customers
14641,110.46,1,21,411,Potential Loyalist
14642,96.12,1,58,311,Others
14643,693.81,2,169,233,Others
14644,830.76,2,67,333,Others
14645,597.09,2,156,233,Others
14646,280206.01999999996,73,1,555,Champions
14647,243.22,1,200,111,Lost
14649,1417.29,4,4,544,Loyal Customers
14651,654.6,2,66,333,Others
14652,114.18,1,76,211,Lost
14653,1947.55,8,0,554,Loyal Customers
14655,1932.23,4,7,544,Loyal Customers
14656,291.05,2,168,232,Others
14657,848.22,4,17,443,Loyal Customers
14658,247.15,2,4,531,Others
14659,2529.93,9,8,555,Champions
14660,285.74,2,86,232,Others
14661,107.95,1,26,411,Potential Loyalist
14662,771.1700000000001,4,28,443,Loyal Customers
14664,637.89,2,19,433,Others
14665,1835.7,5,60,344,Others
14666,195.25,1,23,411,Potential Loyalist
14667,9241.2,25,10,555,Champions
14669,1269.99,3,241,134,Others
14670,411.53,2,279,132,Others
14672,765.55,2,234,133,Others
14673,1736.4,5,2,544,Loyal Customers
14675,604.75,1,15,413,Potential Loyalist
14676,2548.2400000000002,6,30,455,Loyal Customers
14680,28754.11,16,24,455,Loyal Customers
14681,498.95,3,70,333,Others
14682,52.0,2,187,131,Others
14684,1236.28,5,25,444,Loyal Customers
14687,628.38,1,106,213,Lost
14688,5630.87,21,7,555,Champions
14689,112.8,1,208,111,Lost
14690,371.70000000000005,2,43,332,Others
14691,2114.33,5,30,445,Loyal Customers
14692,591.5500000000001,4,136,243,At Risk
14693,172.9,1,264,111,Lost
14696,2078.9500000000003,7,3,555,Champions
14697,188.60999999999999,2,217,131,Others
14698,1250.76,5,1,544,Loyal Customers
14699,109.13000000000001,1,213,111,Lost
14700,2235.2999999999997,3,31,435,Others
14701,2549.37,9,10,555,Champions
14702,3292.14,17,0,555,Champions
14703,318.17,1,14,412,Potential Loyalist
14704,1546.91,9,10,554,Loyal Customers
14705,179.0,1,198,111,Lost
14708,1126.37,3,2,534,Others
14709,4921.04,13,14,455,Loyal Customers
14710,606.13,4,13,443,Loyal Customers
14711,2868.8,11,9,555,Champions
14712,917.07,3,28,433,Others
14713,2666.36,11,8,555,Champions
14714,160.19,1,23,411,Potential Loyalist
14715,867.38,4,24,443,Loyal Customers
14716,329.68,2,42,332,Others
14719,1602.13,5,1,544,Loyal Customers
14720,663.8100000000001,3,5,533,Others
14722,187.92000000000002,1,146,211,Lost
14723,1158.3,6,9,554,Loyal Customers
14725,718.08,1,24,413,Potential Loyalist
14727,268.58,1,273,112,Lost
14729,313.49,1,373,112,Lost
14730,2005.06,8,0,554,Loyal Customers
14731,380.02,3,46,332,Others
14732,2702.49,8,7,555,Champions
14733,9585.91,12,15,455,Loyal Customers
14735,6065.6900000000005,32,3,555,Champions
14737,1164.55,3,3,534,Others
14738,1314.45,7,42,354,Others
14739,3902.2799999999997,7,3,555,Champions
14740,1448.21,3,196,134,Others
14741,1400.3400000000001,6,11,554,Loyal Customers
14744,1099.98,7,15,454,Loyal Customers
14745,1220.26,5,112,244,At Risk
14747,328.2,1,248,112,Lost
14748,1415.75,5,28,444,Loyal Customers
14752,389.64,1,43,312,Others
14753,563.15,1,86,213,Lost
14754,638.05,2,44,333,Others
14755,5010.28,11,9,555,Champions
14756,738.96,1,14,413,Potential Loyalist
14757,420.5,1,74,212,Lost
14758,1484.06,4,144,244,At Risk
14759,1625.97,3,4,534,Others
14760,89.2,1,296,111,Lost
14761,255.9,2,58,332,Others
14762,300.52,1,263,112,Lost
14764,278.3,1,46,312,Others
14765,254.11,3,28,432,Others
14766,2473.37,6,7,555,Champions
14768,192.60000000000002,2,16,431,Others
14769,10674.75,9,2,555,Champions
14770,876.42,2,231,133,Others
14772,139.26,1,111,211,Lost
14775,1011.9,3,57,334,Others
14776,2538.3,11,50,355,Others
14778,730.86,2,126,233,Others
14779,386.15,3,280,132,Others
14780,447.68,2,54,332,Others
14782,200.10000000000002,1,319,111,Lost
14784,289.99,2,25,432,Others
14785,77.4,2,9,531,Others
14788,679.44,2,6,533,Others
14789,197.64,1,28,411,Potential Loyalist
14790,745.06,4,16,443,Loyal Customers
14792,6.2,1,63,311,Others
14793,228.99,1,20,411,Potential Loyalist
14794,1319.9099999999999,7,2,554,Loyal Customers
14795,131.45000000000002,1,165,211,Lost
14796,8022.49,17,0,555,Champions
14798,173.74,3,52,331,Others
14799,157.7,1,50,311,Others
14800,4339.74,12,47,355,Others
14801,193.14,1,60,311,Others
14803,845.55,3,161,233,Others
14804,353.27,1,8,512,Potential Loyalist
14805,554.6500000000001,4,14,443,Loyal Customers
14806,193.39000000000001,1,74,211,Lost
14808,2741.17,8,39,355,Others
14810,2087.88,11,40,355,Others
14813,155.43,2,369,131,Others
14815,778.5,2,36,333,Others
14816,271.85,1,196,112,Lost
14817,1110.3400000000001,2,199,134,Others
14818,657.8,3,73,233,Others
14819,272.07,2,63,332,Others
14820,507.29,4,20,443,Loyal Customers
14821,48.800000000000004,1,366,111,Lost
14823,321.43,3,179,132,Others
14824,1127.71,4,9,544,Loyal Customers
14825,2226.9100000000003,12,3,555,Champions
14828,2139.76,3,196,135,Others
14829,697.55,4,28,443,Loyal Customers
14830,197.13,1,52,311,Others
14834,1720.3,6,17,454,Loyal Customers
14836,102.44999999999999,3,9,531,Others
14837,1649.5,4,89,244,At Risk
14840,62.85,1,267,111,Lost
14841,3295.76,6,52,355,Others
14842,2824.69,4,43,345,Others
14844,3189.81,4,63,345,Others
14847,309.4,1,148,212,Lost
14849,7930.54,25,21,455,Loyal Customers
14850,325.75,1,311,112,Lost
14851,511.35,2,22,433,Others
14852,2836.69,6,57,355,Others
14853,475.8,2,23,432,Others
14854,2759.83,7,77,255,At Risk
14855,645.6500000000001,2,118,233,Others
14856,1311.3799999999999,3,35,334,Others
14857,1173.12,2,59,334,Others
14859,1353.74,4,12,544,Loyal Customers
14860,170.32,1,18,411,Potential Loyalist
14861,125.79,1,51,311,Others
14862,841.2,2,25,433,Others
14863,266.76,1,28,412,Potential Loyalist
14865,52.2,2,6,531,Others
14866,14389.9,12,10,555,Champions
14867,710.28,3,185,133,Others
14868,2953.59,8,2,555,Champions
14869,725.7,2,8,533,Others
14870,327.25,1,261,112,Lost
14871,522.38,4,2,543,Loyal Customers
14873,519.68,1,209,113,Lost
14875,1465.32,2,107,234,Others
14878,1485.54,9,12,554,Loyal Customers
14880,706.19,3,76,233,Others
14881,255.4,1,19,412,Potential Loyalist
14882,589.7,2,26,433,Others
14883,761.59,6,18,453,Loyal Customers
14885,765.3199999999999,1,131,213,Lost
14886,364.8,1,252,112,Lost
14887,1862.0,1,78,214,Lost
14888,369.2,1,206,112,Lost
14889,135.9,1,335,111,Lost
14890,125.65,1,253,111,Lost
14891,554.38,2,147,233,Others
14893,1237.85,2,9,534,Others
14894,655.75,1,84,213,Lost
14895,11138.710000000001,20,7,555,Champions
14896,468.77000000000004,2,204,132,Others
14897,1366.38,4,7,544,Loyal Customers
14898,1303.52,6,22,454,Loyal Customers
14901,1421.29,9,10,554,Loyal Customers
14902,332.66,1,25,412,Potential Loyalist
14903,2810.63,5,20,445,Loyal Customers
14904,1025.44,2,1,534,Others
14905,616.1500000000001,2,157,233,Others
14907,3501.1,7,2,555,Champions
14908,277.8,1,73,212,Lost
14910,434.35,4,2,542,Loyal Customers
14911,143825.06,202,0,555,Champions
14912,867.8499999999999,2,16,433,Others
14913,1227.43,4,35,344,Others
14915,307.48,2,90,232,Others
14916,1268.98,4,70,344,Others
14918,1610.15,2,115,234,Others
14920,977.77,2,212,134,Others
14921,1316.07,2,29,434,Others
14923,749.1,1,50,313,Others
14924,310.05,1,245,112,Lost
14929,223.88,1,31,411,Potential Loyalist
14930,2372.86,3,108,235,Others
14931,1257.68,5,4,544,Loyal Customers
14932,363.53,1,365,112,Lost
14934,1890.94,2,81,234,Others
14935,1784.71,1,296,114,Lost
14936,8137.0199999999995,8,33,355,Others
14937,1621.8799999999999,3,56,334,Others
14944,5900.250000000001,12,29,455,Loyal Customers
14946,100.9,1,13,411,Potential Loyalist
14947,290.82,2,71,332,Others
14948,1101.9699999999998,6,22,454,Loyal Customers
14950,371.2,1,18,412,Potential Loyalist
14951,311.69,1,78,212,Lost
14952,8099.490000000001,11,59,355,Others
14953,289.82,1,24,412,Potential Loyalist
14954,336.17,1,11,512,Potential Loyalist
14957,58.49,1,252,111,Lost
14958,499.67999999999995,3,146,233,Others
14959,695.42,4,63,343,Others
14960,221.26999999999998,2,7,531,Others
14961,7044.68,9,10,555,Champions
14962,126.7,1,270,111,Lost
14963,1487.8,5,9,544,Loyal Customers
14964,206.21,1,246,111,Lost
14965,599.0,2,95,233,Others
14966,191.32,1,14,411,Potential Loyalist
14967,463.8,1,49,312,Others
14968,147.59,1,29,411,Potential Loyalist
14970,1592.06,4,67,344,Others
14971,1116.57,3,34,334,Others
14972,114.77,1,127,211,Lost
14973,1314.45,3,106,234,Others
14974,114.39,1,36,311,Others
14975,279.94,1,56,312,Others
14976,790.86,7,56,353,Others
14978,1931.42,5,71,344,Others
14981,102.12,1,245,111,Lost
14984,213.26999999999998,2,18,431,Others
14985,296.75,2,197,132,Others
14987,326.4,2,15,432,Others
14988,334.54,1,211,112,Lost
14995,233.23000000000002,2,38,331,Others
14997,546.1999999999999,3,45,333,Others
14998,429.87,2,169,232,Others
15000,490.52,1,47,313,Others
15002,1641.76,4,115,244,At Risk
15004,1246.32,1,146,214,Lost
15005,6316.57,29,15,455,Loyal Customers
15006,502.09,1,50,313,Others
15007,156.91,1,158,211,Lost
15009,1261.7800000000002,3,11,534,Others
15010,308.94,1,35,312,Others
15012,423.03999999999996,2,53,332,Others
15014,260.16999999999996,2,42,332,Others
15016,170.04,1,172,211,Lost
15017,125.58,1,33,311,Others
15018,496.21000000000004,3,38,333,Others
15019,266.0,1,266,112,Lost
15021,1914.82,9,8,554,Loyal Customers
15022,905.04,4,11,543,Loyal Customers
15023,6802.76,11,2,555,Champions
15024,1661.33,10,9,554,Loyal Customers
15025,377.01,1,32,412,Potential Loyalist
15026,469.0,3,79,232,Others
15027,1066.15,4,30,444,Loyal Customers
15028,627.13,4,7,543,Loyal Customers
15030,518.28,2,71,333,Others
15031,668.14,4,3,543,Loyal Customers
15032,4959.1,3,255,135,Others
15033,2586.67,10,4,555,Champions
15034,4308.61,8,15,455,Loyal Customers
15035,252.73000000000002,1,89,212,Lost
15036,465.54999999999995,3,71,332,Others
15038,705.49,6,58,353,Others
15039,19914.44,47,9,555,Champions
15041,180.35,1,169,211,Lost
15042,135.93,1,198,111,Lost
15043,537.0,1,30,413,Potential Loyalist
15044,7700.2300000000005,17,18,455,Loyal Customers
15045,735.66,2,151,233,Others
15046,5213.77,15,8,555,Champions
15047,343.62,1,269,112,Lost
15048,384.05,4,64,342,Others
15049,121.17000000000002,1,273,111,Lost
15050,1782.0900000000001,3,24,434,Others
15051,1391.61,3,22,434,Others
15052,215.78,1,318,111,Lost
15053,697.79,3,4,533,Others
15054,302.1,2,11,532,Others
15057,1489.5,2,274,134,Others
15058,2124.99,11,24,455,Loyal Customers
15059,1337.72,9,40,354,Others
15060,303.09,4,7,542,Loyal Customers
15061,54534.14,48,3,555,Champions
15062,987.86,4,70,344,Others
15063,370.79999999999995,1,212,112,Lost
15065,3158.13,4,37,345,Others
15066,893.59,1,52,313,Others
15067,1744.7599999999998,3,77,234,Others
15068,553.3599999999999,2,45,333,Others
15069,1109.53,1,178,214,Lost
15070,106.2,1,372,111,Lost
15071,982.0700000000002,2,93,234,Others
15073,1043.41,3,9,534,Others
15074,748.87,1,104,213,Lost
15075,773.03,1,77,213,Lost
15076,880.85,1,172,213,Lost
15078,9743.11,32,6,555,Champions
15079,895.61,4,212,143,At Risk
15081,504.8,5,21,443,Loyal Customers
15083,88.2,1,256,111,Lost
15087,306.94,1,281,112,Lost
15088,1160.0700000000002,2,20,434,Others
15089,2420.84,6,9,555,Champions
15090,381.32,1,307,112,Lost
15091,480.71,1,67,312,Others
15092,457.81000000000006,2,214,132,Others
15093,4597.02,6,17,455,Loyal Customers
15095,1370.6,4,103,244,At Risk
15096,219.39000000000001,1,42,311,Others
15097,248.08,1,3,511,Potential Loyalist
15098,39916.5,3,181,135,Others
15099,410.48,1,83,212,Lost
15100,876.0,3,333,133,Others
15101,317.53,2,8,532,Others
15103,703.36,2,30,433,Others
15104,1027.44,2,196,134,Others
15105,2298.93,7,17,455,Loyal Customers
15106,1422.52,5,17,444,Loyal Customers
15107,319.5,6,310,152,At Risk
15108,1300.25,4,141,244,At Risk
15109,484.95,1,245,112,Lost
15110,996.1,4,23,444,Loyal Customers
15111,1567.48,3,28,434,Others
15113,3609.33,3,9,535,Others
15114,2760.56,10,29,455,Loyal Customers
15115,340.11,1,17,412,Potential Loyalist
15116,1352.75,4,17,444,Loyal Customers
15117,1551.78,5,14,444,Loyal Customers
15118,244.8,1,133,211,Lost
15119,266.4,1,245,112,Lost
15120,358.82,1,133,212,Lost
15121,457.71999999999997,2,49,332,Others
15122,1633.78,3,113,234,Others
15123,2199.31,2,6,535,Others
15124,184.19,2,22,431,Others
15125,11528.48,15,24,455,Loyal Customers
15127,406.53,1,65,312,Others
15128,1471.0,4,59,344,Others
15129,3447.4,11,49,355,Others
15130,330.11,1,169,212,Lost
15132,977.9300000000001,5,17,444,Loyal Customers
15133,982.4200000000001,3,127,234,Others
15134,1387.99,8,14,454,Loyal Customers
15135,139.05,1,238,111,Lost
15136,1286.7,4,2,544,Loyal Customers
15139,178.96,2,239,131,Others
15140,2354.25,7,51,355,Others
15142,498.74,1,45,313,Others
15143,259.45,1,225,112,Lost
15144,6580.4400000000005,17,7,555,Champions
15145,1194.73,4,3,544,Loyal Customers
15146,1327.16,2,164,234,Others
15147,623.5,1,239,113,Lost
15148,301.29,1,10,512,Potential Loyalist
15149,520.8000000000001,1,133,213,Lost
15150,5314.469999999999,10,16,455,Loyal Customers
15152,4745.6900000000005,13,9,555,Champions
15153,329.25,1,30,412,Potential Loyalist
15154,296.42,1,74,212,Lost
15156,961.49,3,0,534,Others
15157,1936.0700000000002,3,3,534,Others
15158,401.40000000000003,1,44,312,Others
15159,18641.010000000002,30,1,555,Champions
15160,158.16,1,356,111,Lost
15163,304.47,2,17,432,Others
15164,843.05,3,68,333,Others
15165,487.75,1,372,112,Lost
15167,163.0,1,320,111,Lost
15168,106.56,1,25,411,Potential Loyalist
15171,1289.5,1,330,114,Lost
15172,1624.05,5,8,544,Loyal Customers
15174,135.75,1,322,111,Lost
15175,224.14,1,71,311,Others
15178,40.5,1,259,111,Lost
15179,2206.95,5,17,445,Loyal Customers
15180,87.5,1,366,111,Lost
15181,689.48,3,65,333,Others
15182,622.85,2,153,233,Others
15184,406.76,2,28,432,Others
15185,310.62,1,69,312,Others
15186,411.40999999999997,2,13,432,Others
15187,4777.18,16,1,555,Champions
15189,16225.39,41,0,555,Champions
15192,1044.32,3,119,234,Others
15193,499.32,1,60,313,Others
15194,7616.53,15,2,555,Champions
15195,3861.0,1,2,515,Potential Loyalist
15197,1079.6100000000001,3,10,534,Others
15198,193.64,2,91,231,Others
15199,1268.6999999999998,4,58,344,Others
15201,1236.54,5,86,244,At Risk
15203,1827.8,6,25,454,Loyal Customers
15204,316.58,1,356,112,Lost
15205,653.24,2,84,233,Others
15206,420.3,4,9,542,Loyal Customers
15208,870.12,5,0,543,Loyal Customers
15210,331.18,1,224,112,Lost
15211,894.4100000000001,2,59,333,Others
15212,101.8,1,240,111,Lost
15213,328.34999999999997,2,318,132,Others
15214,1661.44,8,1,554,Loyal Customers
15215,734.94,3,46,333,Others
15216,96.6,1,87,211,Lost
15218,5756.889999999999,11,10,555,Champions
15219,305.75,1,175,212,Lost
15220,1778.96,6,51,354,Others
15221,403.25,1,365,112,Lost
15222,585.0,1,318,113,Lost
15223,755.75,2,225,133,Others
15224,322.08000000000004,2,357,132,Others
15225,409.40000000000003,1,233,112,Lost
15226,154.41,1,310,111,Lost
15227,1219.4,5,36,344,Others
15228,3386.71,4,65,345,Others
15230,429.6,2,238,132,Others
15232,612.06,2,112,233,Others
15234,197.0,1,276,111,Lost
15235,2247.51,12,217,155,At Risk
15236,321.05,1,298,112,Lost
15237,1412.3200000000002,4,1,544,Loyal Customers
15238,1071.99,3,28,434,Others
15239,780.59,2,9,533,Others
15240,1706.57,5,44,344,Others
15241,1756.44,8,66,354,Others
15243,316.68,1,73,212,Lost
15244,631.5699999999999,2,64,333,Others
15245,2515.84,3,133,235,Others
15246,514.1500000000001,2,237,133,Others
15247,356.0,1,121,212,Lost
15249,6688.46,13,31,455,Loyal Customers
15251,10484.99,11,8,555,Champions
15252,740.78,2,35,333,Others
15253,918.1999999999999,5,15,443,Loyal Customers
15254,300.36,1,126,212,Lost
15255,890.85,1,66,313,Others
15256,98.45,1,148,211,Lost
15257,317.15,1,282,112,Lost
15258,623.1600000000001,2,168,233,Others
15260,1810.77,7,99,254,At Risk
15261,254.82,1,134,212,Lost
15262,178.95000000000002,1,323,111,Lost
15263,156.51,1,106,211,Lost
15264,393.74,1,63,312,Others
15265,1506.12,2,150,234,Others
15266,119.3,1,337,111,Lost
15267,1717.36,5,21,444,Loyal Customers
15269,408.8,1,23,412,Potential Loyalist
15270,2379.49,7,15,455,Loyal Customers
15271,2507.07,15,6,555,Champions
15272,721.94,2,56,333,Others
15274,716.57,2,3,533,Others
15275,615.14,1,37,313,Others
15276,135.31,1,65,311,Others
15277,255.89999999999998,1,46,312,Others
15279,290.51,1,354,112,Lost
15280,113.12,1,171,211,Lost
15281,2332.15,9,58,355,Others
15286,240.55,1,49,311,Others
15287,486.69000000000005,2,21,432,Others
15288,2306.52,5,42,345,Others
15289,939.78,3,28,433,Others
15290,7943.22,18,4,555,Champions
15291,4668.3,15,25,455,Loyal Customers
15292,180.94,1,200,111,Lost
15296,3672.8599999999997,6,50,355,Others
15297,641.94,3,9,533,Others
15298,4799.9,12,1,555,Champions
15299,4507.01,7,66,355,Others
15300,496.44,1,63,313,Others
15301,5070.35,12,50,355,Others
15303,574.02,1,289,113,Lost
15304,694.4,8,60,353,Others
15306,1174.35,3,63,334,Others
15307,205.3,1,95,211,Lost
15308,310.47,1,273,112,Lost
15311,60767.9,91,0,555,Champions
15312,924.85,4,74,243,At Risk
15313,52.0,1,109,211,Lost
15314,327.97,1,198,112,Lost
15315,570.5,2,63,333,Others
15316,165.0,1,326,111,Lost
15318,312.62,1,3,512,Potential Loyalist
15319,204.5,1,283,111,Lost
15320,267.13,1,43,312,Others
15321,2748.31,3,70,335,Others
15322,679.68,1,85,213,Lost
15325,162.29,1,103,211,Lost
15326,311.71,1,333,112,Lost
15327,208.75,1,52,311,Others
15329,1049.7,3,38,334,Others
15330,714.96,2,31,433,Others
15332,1661.06,4,365,144,At Risk
15333,1028.56,1,207,114,Lost
15334,351.67,3,156,232,Others
15335,173.97,1,53,311,Others
15339,574.0699999999999,2,65,333,Others
15341,2020.52,1,80,214,Lost
15342,406.09,1,129,212,Lost
15343,364.5,1,86,212,Lost
15344,563.9399999999999,3,0,533,Others
15345,393.54,1,45,312,Others
15346,252.42000000000002,1,332,112,Lost
15347,201.60000000000002,1,365,111,Lost
15348,158.04,1,71,311,Others
15349,473.81,2,157,232,Others
15350,115.65,1,372,111,Lost
15351,1960.1100000000001,7,11,554,Loyal Customers
15353,777.02,2,254,133,Others
15355,277.05,2,28,432,Others
15356,2766.5,10,30,455,Loyal Customers
15358,8347.2,22,4,555,Champions
15360,427.93,1,39,312,Others
15361,418.92,1,361,112,Lost
